job_id,job_title,company,location,experience,salary,skills,job_type,posted_date,job_url,scraped_at
77d9496558b0,GSS Data Analyst,Schlumberger India Technology Centre Pvt. Ltd,Pune,5-10 Yrs,,Service delivery | PSD | Safety training | Data Analyst | HSE | Sensors | Risk analysis | Monitoring,,3+ weeks ago,https://www.naukri.com/job-listings-gss-data-analyst-schlumberger-india-technology-centre-pvt-ltd-pune-5-to-10-years-250226501120,2026-06-03T20:33:04.930890
3d93d7dd1351,Senior Data Analyst,Crisil,Pune,4-8 Yrs,,Loans | remediation | Fund accounting | Data validation | Reconciliation | Senior Data Analyst | data governance | Data quality,,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-crisil-pune-4-to-8-years-210226501326,2026-06-03T20:33:04.932891
b567262702b8,Data Analyst,MNC,"Pune, Pimpri-Chinchwad",0-2 Yrs,,Google Sheets | Power Bi | MS Office | SQL | Data Analytics | Large Databases | Google Data Studio | data vis,,1 day ago,https://www.naukri.com/job-listings-data-analyst-tele-infotech-pimpri-chinchwad-pune-0-to-2-years-020626028320,2026-06-03T20:33:04.934269
35fb43c528b7,Data Analyst,Ample Softech System,"Pune, Nagpur",0-3 Yrs,,Power Bi | Data Visualization | Data Analytics | Data Management | Tableau | SQL | Data analysis | Analytics,,5 days ago,https://www.naukri.com/job-listings-data-analyst-ample-softech-system-nagpur-pune-0-to-3-years-270426007790,2026-06-03T20:33:04.938689
5c5f0ea27b1a,Data Analyst,bp,Hybrid - Pune,3-6 Yrs,,Power Bi | Data Visualization | Data Analytics | SQL | Data analysis | Analytics | Data | Bi,,4 days ago,https://www.naukri.com/job-listings-data-analyst-bp-pune-3-to-6-years-290526024827,2026-06-03T20:33:04.941685
45d773521566,Data Analyst,Vanderlande Industries,Pune,3-6 Yrs,,snowflake | python | data analysis | sql queries | data analytics | bi | presentation skills | power bi,,6 days ago,https://www.naukri.com/job-listings-data-analyst-vanderlande-industries-private-limited-pune-3-to-6-years-280526503603,2026-06-03T20:33:04.946235
f71cdc64adb2,Data Analyst - AI & Bedrock Specialization,Tekskills india,Pune,5-10 Yrs,,Bedrock | Natural Language Processing | Data Analysis | Data Analytics | Machine Learning | ML | Process | Languages,,5 days ago,https://www.naukri.com/job-listings-data-analyst-ai-bedrock-specialization-tekskills-pune-5-to-10-years-290526917082,2026-06-03T20:33:04.947200
42059658d3cb,Data Analyst,Ocwen Financial Corporation,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",6-9 Yrs,,Artificial Intelligence | Machine Learning | SQL | Power Bi | Data analysis | Machine | Data | Bi,,1 day ago,https://www.naukri.com/job-listings-data-analyst-ocwen-financial-corporation-pune-bengaluru-mumbai-all-areas-6-to-9-years-020626018811,2026-06-03T20:33:04.949199
56c3bcf36e90,IRR Liquidity PBR Data Analyst,Krazymantra It Solutions,Pune,6-10 Yrs,,python | sql queries | data analysis | data analytics | sas | data mining | predictive analytics | machine learning,,1 week ago,https://www.naukri.com/job-listings-irr-liquidity-pbr-data-analyst-krazymantra-it-solutions-pune-6-to-10-years-260526505709,2026-06-03T20:33:04.950262
07d96949da95,Data Analysts (Senior/Analyst/Associate),FedEx,Mumbai,0-3 Yrs,,Computer science | Analytical skills | Data analysis | Manager Quality Assurance | fedex | Data modeling | MIS | Genetics,,3+ weeks ago,https://www.naukri.com/job-listings-data-analysts-senior-analyst-associate-fedex-express-mumbai-0-to-3-years-091225502995,2026-06-03T20:33:18.391464
ea4594841d5f,Data Analyst,Sbicap Securities,Mumbai,,,Data Analysis | Predictive Modeling | Statistical Modeling | Data Analytics | SQL | Python | Predictive Analytics | Predictive,,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-sbicap-securities-mumbai-2-to-5-years-130426027758,2026-06-03T20:33:18.397479
09176566833c,Associate - Financial Data Analysis,Crisil,Mumbai,1-4 Yrs,,Data analysis | Automation | Process orientation | Financial analysis | Process improvement | Analytical | MS Office | Data mining,,3+ weeks ago,https://www.naukri.com/job-listings-associate-financial-data-analysis-crisil-mumbai-1-to-4-years-190326502742,2026-06-03T20:33:18.399481
41300f0902c8,Data Analyst - 10th April - Virtual Interview - Pan India,Tata Consultancy Services,"Mumbai (All Areas), India, Bengaluru",7-12 Yrs,,Power Bi | Tableau | Data Analytics | Data analysis | Analytics | Interviewing | Bi | Pan,,1 day ago,https://www.naukri.com/job-listings-data-analyst-10th-april-virtual-interview-pan-india-tata-consultancy-services-bengaluru-mumbai-all-areas-india-7-to-12-years-090426005873,2026-06-03T20:33:18.400479
37accb1d8e32,Senior Data Analyst,PayU,Mumbai,5-10 Yrs,,Data analysis | SAS | Risk analytics | Analytical | Machine learning | Risk management | Business intelligence | Operations,,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-payu-india-mumbai-5-to-10-years-011025504051,2026-06-03T20:33:18.409549
4b6f34fc25ef,Data Analyst Lead,Wartsila,Mumbai,8-13 Yrs,,IT services | Computer science | SAP | Data modeling | Data quality | Information management | Stakeholder management | Business intelligence,,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-lead-wartsila-india-ltd-mumbai-8-to-13-years-280825503897,2026-06-03T20:33:18.411548
1cdacd926f01,Data Analyst (English Required),Peroptyx,Remote,0-5 Yrs,,Data Analysis | English | Data Analytics | Data Mapping | Analytics | Mapping | Analysis | Data,,1 day ago,https://www.naukri.com/job-listings-data-analyst-english-required-peroptyx-mumbai-all-areas-0-to-5-years-020626027790,2026-06-03T20:33:18.414546
57be326c7705,Data Analyst,Isprava,Mumbai(Prabhadevi),3-5 Yrs,,Excel | Data Analysis | Dashboards | Data Analytics | SQL | Analytics | Analysis | Data,,1 day ago,https://www.naukri.com/job-listings-data-analyst-isprava-mumbai-3-to-5-years-020626005071,2026-06-03T20:33:18.416548
b69358ea0a58,Data Analyst,Edgemed Healthcare,Mumbai,1-4 Yrs,,database maintenance | python | data analysis | data analytics | sas | predictive analytics | problem solving | process improvement,,Few hours ago,https://www.naukri.com/job-listings-data-analyst-edgemed-healthcare-mumbai-1-to-4-years-030626501583,2026-06-03T20:33:18.419547
3f746791f3e3,Python Data Analyst,Trigyn Technologies,Remote,3-8 Yrs,,Django | Python | SQL | Pandas | Flask | Data analysis | Python Data | Data,,Just now,https://www.naukri.com/job-listings-python-data-analyst-trigyn-technologies-mumbai-all-areas-3-to-8-years-030626032654,2026-06-03T20:33:18.422547
72491b01bb3b,Data Analyst,Talisman Hr Solutions,Mumbai (All Areas),2-7 Yrs,,Data Analyst | Python | SQL | real-world data studies | Claims | Data Analysis | clinical trial design | Databricks,,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-talisman-hr-solutions-mumbai-all-areas-2-to-7-years-200526012583,2026-06-03T20:33:18.424548
2f157ba871a4,Data Analyst,Sia Partners,Mumbai,3-6 Yrs,,Computer science | French | Analytical | Data Analyst | Corporate finance | SSIS | Business intelligence | microsoft,,Few hours ago,https://www.naukri.com/job-listings-data-analyst-sia-partners-mumbai-3-to-6-years-030626502245,2026-06-03T20:33:18.426548
2d7ce4617228,Data Analyst,Conneqt,Mumbai (All Areas),9-13 Yrs,,Data Stewardship | Data Management | Data Governance | Business Intelligence | Power Bi | data cleaning | Master Data Management | Data Analysis,,1 day ago,https://www.naukri.com/job-listings-data-analyst-conneqt-mumbai-all-areas-9-to-13-years-020626007008,2026-06-03T20:33:18.428545
8bc6cebbea63,Data Analyst,Unity Small Finance Bank,Navi Mumbai,2-5 Yrs,,Lending | Portfolio | Funnel Analysis | Data Analytics | Power Bi | Data Visualization | cohort | SQL,,6 days ago,https://www.naukri.com/job-listings-data-analyst-unity-small-finance-bank-navi-mumbai-2-to-5-years-280526016350,2026-06-03T20:33:18.430544
f8b887e6e35d,Data Analyst,CarTrade,Navi Mumbai,1-4 Yrs,,SQL | Power Bi | Data Analytics | Data analysis | Analytics | Data | Bi,,1 week ago,https://www.naukri.com/job-listings-data-analyst-cartrade-navi-mumbai-1-to-4-years-260526023451,2026-06-03T20:33:18.431544
3b6ff09936c7,Data Analyst,ti Steps,Mumbai (All Areas),3-8 Yrs,,Data Analysis | Tableau | Dashboards | Data Analytics | SQL | Bi | Data Visualization | Data,,2 days ago,https://www.naukri.com/job-listings-data-analyst-ti-steps-mumbai-all-areas-3-to-8-years-010626009064,2026-06-03T20:33:18.434550
19ca4a5364d9,Data Analyst,Airtel Payments Bank,Gurugram,2-5 Yrs,,Power Bi | SQL | Python | Oracle SQL | Quicksight | Data Analysis | Data Visualization | Oracle,,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-airtel-payments-bank-gurugram-2-to-5-years-090226002985,2026-06-03T20:33:32.627122
84f5ac2c168c,Data Analyst,Snapdeal,Gurugram,1-6 Yrs,,master data | python | metadata | data analysis | data analytics | data management | configuration | data mining,,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-jasper-infotech-pvt-ltd-gurugram-1-to-6-years-221025507695,2026-06-03T20:33:32.629120
f3fbe43873d6,Data Analyst,Square Yards,Gurugram,2-5 Yrs,,tableau | CSS | jQuery | Google Analytics | MySQL | Javascript | power bi | HTML,,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-square-yards-gurugram-2-to-5-years-270723500414,2026-06-03T20:33:32.630122
49a979defc7a,Data Ops DQ Analyst,Barclays,Noida,1-7 Yrs,,Financial statements | Senior Analyst | Analytical | Finance | Service excellence | Data quality | Financial risk management | data visualization,,3+ weeks ago,https://www.naukri.com/job-listings-data-ops-dq-analyst-barclays-shared-services-noida-1-to-7-years-181125503637,2026-06-03T20:33:32.633121
7f8494facc66,"Senior Data Analyst (Advanced SQL, PowerBI)",Gartner for HR,Gurugram,3-5 Yrs,,Computer science | Data analysis | Business analysis | Scrum | Business intelligence | JIRA | Analytics | SQL,,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-advanced-sql-powerbi-gartner-for-hr-gurugram-3-to-5-years-240426504090,2026-06-03T20:33:32.635121
8571023612be,Data Analyst - Noida,Optum,Hybrid - Noida,4-8 Yrs,,hive | pyspark | delta lake | azure | Python | kubernetes | ADF | Terraform,,Few hours ago,https://www.naukri.com/job-listings-data-analyst-noida-optum-noida-4-to-8-years-030626027156,2026-06-03T20:33:32.644161
089073968b9c,Data Analyst,Sourceease Hr Services,"Delhi / NCR, Dwarka Sector 07",1-3 Yrs,,SQL | Power Bi | Data Analytics | Data analysis | Analytics | Data | Bi,,6 days ago,https://www.naukri.com/job-listings-data-analyst-sourceease-hr-services-delhi-ncr-dwarka-sector-07-1-to-3-years-280526030629,2026-06-03T20:33:32.648151
1c96eda1e09e,Data Analyst,Shiprocket,Gurugram,0-1 Yrs,,excel | python | Power Bi | Data Analysis | Workflow Automation | Automation | Workflow | Analysis,,1 day ago,https://www.naukri.com/job-listings-data-analyst-shiprocket-gurugram-0-to-1-years-020626021293,2026-06-03T20:33:32.651596
8a4fe649fae3,Data Analyst,Concept Kart,New Delhi,0-4 Yrs,,Data Analysis | Power Bi | Data Analytics | SQL | Analytics | Bi | Analysis | Data,,1 week ago,https://www.naukri.com/job-listings-data-analyst-concept-kart-new-delhi-0-to-4-years-260526034727,2026-06-03T20:33:32.653597
135c6c7fc72f,DATA - ANALYST,Justlead.in,Gurugram,1-4 Yrs,,python | data analysis | data analytics | strong analytical skills | pivot table | business analysis | vlookup | machine learning,,6 days ago,https://www.naukri.com/job-listings-data-analyst-justlead-solutions-private-limited-gurugram-1-to-4-years-280526502040,2026-06-03T20:33:32.655607
e9969df3c5fc,DATA - ANALYST,Justlead.in,Noida,1-4 Yrs,,python | data analysis | data analytics | strong analytical skills | pivot table | business analysis | vlookup | machine learning,,6 days ago,https://www.naukri.com/job-listings-data-analyst-justlead-solutions-private-limited-noida-1-to-4-years-280526502038,2026-06-03T20:33:32.658743
c070d4c717cc,Data Analyst,TPM Consultants,New Delhi,3-7 Yrs,,database maintenance | python | macros | data analysis | data analytics | predictive analytics | power bi | dashboards,,1 week ago,https://www.naukri.com/job-listings-data-analyst-tpm-consultants-new-delhi-3-to-7-years-270526504626,2026-06-03T20:33:32.660215
ceea8c99b4bd,Data Analyst (With Python),Coforge,Noida,2-4 Yrs,,Power Bi | AWS | SQL | Healthcare Domain | python | Tableau | ETL | Data Analytics,,2 days ago,https://www.naukri.com/job-listings-data-analyst-with-python-coforge-noida-2-to-4-years-010626001754,2026-06-03T20:33:32.661695
1d1fb9269fe6,Analyst in Finance Data Operations,Barclays,Chennai,2-5 Yrs,,Financial statements | Senior Analyst | Analytical | Finance | Service excellence | Data quality | Financial risk management | data visualization,,3+ weeks ago,https://www.naukri.com/job-listings-analyst-in-finance-data-operations-barclays-shared-services-chennai-2-to-5-years-181125503623,2026-06-03T20:33:45.900689
d1c8e089b358,Data & Business Intelligence Analyst,UPS Supply Chain Solutions (UPS SCS),Chennai,2-5 Yrs,,Computer science | MIS | Business Intelligence Analyst | UPS | Data quality | Data mining | Business intelligence | Technical support,,3+ weeks ago,https://www.naukri.com/job-listings-data-business-intelligence-analyst-ups-pvt-ltd-chennai-2-to-5-years-220725502657,2026-06-03T20:33:45.903665
61fe707110ef,Manager Software Engineering-Data Engineering/Data Analysis,Caterpillar Inc,Chennai,6-10 Yrs,,Data analysis | tableau | Usage | Project estimation | Software development life cycle | power bi | Software product development | Training and Development,,3+ weeks ago,https://www.naukri.com/job-listings-manager-software-engineering-data-engineering-data-analysis-caterpillar-brazil-chennai-6-to-10-years-311025508607,2026-06-03T20:33:45.904666
e06336f90ab6,Business Analyst Product Management,Tata Consultancy Services,"Chennai, Bengaluru, Mumbai (All Areas)",5-10 Yrs,,Product Management | Business Analysis | Product Strategy | Product Life Cycle Management | Life Cycle Management | Product Life Cycle | Management | Life cycle,,2 days ago,https://www.naukri.com/job-listings-business-analyst-product-management-tata-consultancy-services-chennai-bengaluru-mumbai-all-areas-5-to-10-years-130426010560,2026-06-03T20:33:45.906681
d8cc0a8ed385,Senior Data Analyst,Valeo,Chennai,3-6 Yrs,,Analytical skills | Senior Executive | Artificial Intelligence | Machine learning | Senior Data Analyst | Corporate | Predictive modeling | Data analytics,,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-valeo-india-pvt-ltd-chennai-3-to-6-years-270424500984,2026-06-03T20:33:45.907667
c84b1a252697,Data Engineer & Analyst Financial Data Pipelines & Analytics,DHL Supply Chain,Chennai,3-8 Yrs,,Supply chain | Computer science | Data modeling | Cognos | Machine learning | Workflow | Data quality | SQL,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-analyst-financial-data-pipelines-analytics-dhl-global-forwarding-india-chennai-3-to-8-years-270226501140,2026-06-03T20:33:45.909666
c410ef36872e,Senior Business Analyst,Crisil,Chennai,4-10 Yrs,,Computer science | Data analysis | Data validation | Contract management | Reconciliation | System integration | Workflow | data mapping,,3+ weeks ago,https://www.naukri.com/job-listings-senior-business-analyst-crisil-chennai-4-to-10-years-310326500451,2026-06-03T20:33:45.912667
1bb6392f7d2a,Walk-in || Data Analyst - Immediate,Chola,,,,Data Visualization | SQL | Data Analysis | Analysis | Data,,6 days ago,https://www.naukri.com/job-listings-data-analyst-immediate-chola-chennai-3-to-6-years-160526000072,2026-06-03T20:33:45.913666
7d390c63144e,Data Analyst,V Patrol,Chennai,1-4 Yrs,,database maintenance | data analysis | modeling | bi | power bi | problem solving | data integrity | machine learning,,Few hours ago,https://www.naukri.com/job-listings-data-analyst-vpatrol-ai-private-limited-chennai-1-to-4-years-030626505047,2026-06-03T20:33:45.916680
9df7673cd922,Data Analyst,GS1 India,Chennai,8-13 Yrs,,Power Bi | Microsoft Power Bi | Data Management | Azure Data Factory | Data Visualization | Azure Data Warehouse | Bi Tools | Azure Databricks,,6 days ago,https://www.naukri.com/job-listings-data-analyst-gs1-india-chennai-8-to-13-years-180424012520,2026-06-03T20:33:45.917676
8c4b03964e25,Turbine Data Analyst,Vestas,Chennai,1-5 Yrs,,business intelligence reporting | SAP | Social media | Turbine | MS Office tools | Database | power bi | wind energy,,Few hours ago,https://www.naukri.com/job-listings-turbine-data-analyst-vestas-wind-technology-india-pvt-ltd-chennai-1-to-5-years-030626504308,2026-06-03T20:33:45.918704
45d2b896762b,QC Data Analyst,Straive,Remote,3-8 Yrs,,Amazon Redshift | AWS | SQL | Python | QC | Data analysis | Data,,4 days ago,https://www.naukri.com/job-listings-qc-data-analyst-straive-chennai-3-to-8-years-300526011902,2026-06-03T20:33:45.920736
2b56baaa037d,Data Analyst,IBS Software Services,Chennai,2-3 Yrs,,python | data analysis | data analytics | data management | data mining | power bi | pivot table | business analysis,,1 week ago,https://www.naukri.com/job-listings-data-analyst-ibs-software-chennai-2-to-3-years-210526500634,2026-06-03T20:33:45.923736
3e46069e9b6b,AI / ML - Data Analyst,Satven,Chennai,5-9 Yrs,,Data analysis | Backend | Front end | GCP | Django | Software development life cycle | Unit testing | SDLC,,1 day ago,https://www.naukri.com/job-listings-ai-ml-data-analyst-satyam-venture-engineering-services-chennai-5-to-9-years-020626502214,2026-06-03T20:33:45.924742
38eb7bc6df34,Data Analyst,Bahwan CyberTek,Chennai,3-4 Yrs,,Data analysis | Manager Quality Assurance | Version control | GIT | Information security | Data quality | Analytics | Reporting tools,,5 days ago,https://www.naukri.com/job-listings-data-analyst-bahwan-cybertek-chennai-3-to-4-years-290526506217,2026-06-03T20:33:45.925727
4e57a51973e3,Associate Product/ Business Analyst,Paytm,Noida,1-4 Yrs,,Telecom | OPEX | Data analysis | telco | Artificial Intelligence | VAS | Troubleshooting | Operations,,3+ weeks ago,https://www.naukri.com/job-listings-associate-product-business-analyst-one97-communications-limited-noida-1-to-4-years-130126508213,2026-06-03T20:33:58.975120
5e85fd7174d6,Senior Data Science Engineer,Adobe,Noida,12-17 Yrs,,Automation | Business analytics | Analytical | Data processing | Data quality | Adobe | Analytics | Monitoring,,3+ weeks ago,https://www.naukri.com/job-listings-senior-data-science-engineer-adobe-systems-india-pvt-ltd-noida-12-to-17-years-260226506177,2026-06-03T20:33:58.979184
341e3b73672a,Data Analyst,Claight Corporation Expert Market Research,Noida,0-1 Yrs,,Data analysis | Data Analyst | Analysis | Data,,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-claight-corporation-expert-market-research-noida-0-to-1-years-190225502681,2026-06-03T20:33:58.984198
e932de724102,Data Analyst,Coforge,Greater Noida,2-4 Yrs,,Power Bi | Tableau | SQL | Python | Life Sciences | Healthcare Domain | Data Analysis | DNS,,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-coforge-greater-noida-2-to-4-years-190526012474,2026-06-03T20:33:58.985198
09c1b308079f,Data Analyst,Facts N Data,Noida,3-6 Yrs,,metadata | python | data analysis | data management | data analytics | data validation | configuration | data mining,,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-facts-n-data-noida-3-to-6-years-230424501594,2026-06-03T20:33:58.991197
9b1835ecaf74,Online Data Analyst Gujarati,TELUS Digital,Remote,0-5 Yrs,,Gujarati | search engines | Data management | Data Analysis | online maps | online research | Map | Engine,,1 week ago,https://www.naukri.com/job-listings-online-data-analyst-telus-digital-noida-0-to-5-years-110326926277,2026-06-03T20:33:58.993646
043a057102c1,Data Analyst,Coforge,Noida,2-4 Yrs,,Power Bi | AWS | SQL | Healthcare Domain | python | Tableau | ETL | Data Analytics,,5 days ago,https://www.naukri.com/job-listings-data-analyst-coforge-noida-2-to-4-years-160526000014,2026-06-03T20:33:58.995646
9eae2f4548ed,Data Analyst,Fintech Cloud,Noida(Sector 63),3-7 Yrs,,Python | Metabase | Data Engineering | Power Bi | Data Visualization | Tableau | Data Analytics | ETL,,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-fintech-cloud-noida-3-to-7-years-180526003408,2026-06-03T20:33:58.996952
aa3327327c12,Data Analyst (Python+PowerBI),Coforge,"Greater Noida, Delhi / NCR",1-4 Yrs,,sql | Healthcare Domain | Power Bi | Snowflake | Tableau | ETL | Python | DNS,,1 week ago,https://www.naukri.com/job-listings-data-analyst-python-powerbi-coforge-greater-noida-delhi-ncr-1-to-4-years-260526013919,2026-06-03T20:33:59.005780
4d41e30d0e0e,Data Analyst,Optum,Noida,4-9 Yrs,,data analyst | Azure | Agile Methodologies | Ai | Cms | Cloud Platform | Ai Tools | Analytics,,5 days ago,https://www.naukri.com/job-listings-data-analyst-optum-global-solutions-india-private-limited-noida-4-to-9-years-290526920832,2026-06-03T20:33:59.008942
bce3faed5f67,Data Analyst,Luxoft,Noida,6-8 Yrs,,data analyst | Enterprise Applications | Automation | It Operations | Aviation | It Services | Stakeholder Communication | Analytics,,5 days ago,https://www.naukri.com/job-listings-data-analyst-luxoft-india-llp-noida-6-to-8-years-290526920607,2026-06-03T20:33:59.010939
7653774ddd25,Data Analyst,Mindfount Infotech (opc),Noida,3-8 Yrs,,Data analysis | Marketing analytics | tableau | Google Analytics | Statistical analysis | Excel | power bi | Data Analyst,,1 week ago,https://www.naukri.com/job-listings-data-analyst-mindfount-infotech-private-limited-opc-noida-3-to-8-years-210526500669,2026-06-03T20:33:59.016331
7a045abfb7f9,Data Analyst,Rezo,Noida,5-7 Yrs,,SQL queries | Data analysis | Database design | Report writing | Data collection | Design development | Data Analyst | Data mining,,1 week ago,https://www.naukri.com/job-listings-data-analyst-rezo-ai-noida-5-to-7-years-250526502266,2026-06-03T20:33:59.018343
8758bc9e8fe0,Tableau Developer / Data Visualization Analyst (BigQuery),WNS Holdings,Hybrid - Gurugram,5-10 Yrs,,GCP | Tableau | SQL | Bigquery | Data Visualization | Development | Data | Data analysis,,4 days ago,https://www.naukri.com/job-listings-tableau-developer-data-visualization-analyst-bigquery-wns-holdings-gurugram-5-to-10-years-160426018063,2026-06-03T20:34:12.687172
93d3dd969496,Data Scientist,Maruti Suzuki,Gurugram,4-9 Yrs,,Data analysis | Simulation | Time series analysis | Signal processing | vehicle dynamics | Telematics | Data analytics | Automotive,,3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-maruti-suzuki-india-limited-gurugram-4-to-9-years-010426504110,2026-06-03T20:34:12.692171
611d5bf918be,AM/DM - Data Analyst / Data Scientist / Digital Project Lead,Maruti Suzuki,Gurugram,3-9 Yrs,,data science | Manufacturing process | big data analytics | Analytical | Machine learning | Resource allocation | Agile | Risk management,,3+ weeks ago,https://www.naukri.com/job-listings-am-dm-data-analyst-data-scientist-digital-project-lead-maruti-suzuki-india-limited-gurugram-3-to-9-years-060825503215,2026-06-03T20:34:12.696171
b8d9683df04b,Finance Platform Solutions Data Analyst,Macquarie,Gurugram,5-10 Yrs,,Data analysis | Financial reporting | Analytical | Equity | DBMS | Technical support | Financial services | Reporting tools,,3+ weeks ago,https://www.naukri.com/job-listings-finance-platform-solutions-data-analyst-macquarie-global-services-pvt-ltd-gurugram-5-to-10-years-230326502107,2026-06-03T20:34:12.702187
6eab62bf9ad6,Data Privacy Analyst,Max Healthcare,Gurugram,0-2 Yrs,,Procurement | Computer science | Legal compliance | Information security | Analytical | Healthcare | Risk management | Stakeholder management,,2 weeks ago,https://www.naukri.com/job-listings-data-privacy-analyst-max-healthcare-institute-ltd-gurugram-0-to-2-years-200526500955,2026-06-03T20:34:12.704188
13496268e800,Data Analyst,Incedo,Hybrid - Gurugram,6-10 Yrs,,Power Bi | SQL | Life Sciences | Tableau | Pharmaceutical | Data analysis | Science | Data,,Few hours ago,https://www.naukri.com/job-listings-data-analyst-incedo-gurugram-6-to-10-years-030626025052,2026-06-03T20:34:12.708416
92c555eeb9ba,Data Analyst,Incedo,Gurugram,6-10 Yrs,,Life sciences or pharma domain experience required | Power BI | SQL | Databricks SQL Dashboard | or Qlik. | Tableau | Looker | Pharmaceutical,,Few hours ago,https://www.naukri.com/job-listings-data-analyst-incedo-gurugram-6-to-10-years-030626023560,2026-06-03T20:34:12.710415
faaa8f1aa261,Apprentice - Data Analyst,S&P Global Market Intelligence,"Mumbai, Gurugram",1-2 Yrs,,Data Analyst | Financial Reporting | Sap | Compliance | Dispute Resolution | Finance | Research | Supply Chain,,1 week ago,https://www.naukri.com/job-listings-apprentice-data-analyst-s-p-capital-iq-india-pvt-ltd-mumbai-gurugram-1-to-2-years-270526935645,2026-06-03T20:34:12.714691
68e589ddcdbf,Data Analyst,Tex Corp,Gurugram,1-2 Yrs,,Data Analysis | Data Interpretation | Data Management | Data Visualization | Advanced Excel | Dashboards | Data Analytics | Data Reporting,,1 week ago,https://www.naukri.com/job-listings-data-analyst-tex-corp-gurugram-1-to-2-years-260526030574,2026-06-03T20:34:12.716228
0f252ba7d27b,Data Analyst,TP,Gurugram,1-4 Yrs,,Call Center | Customer Service | Sales | Customer Experience | Customer Experience Management | Sales Targets | Contact Center | Software Installation,,1 week ago,https://www.naukri.com/job-listings-data-analyst-teleperformance-global-business-private-limited-gurugram-1-to-4-years-270526936095,2026-06-03T20:34:12.718269
6bd620cf4033,Underwriter & Data Analyst,Maruti Insurance,Gurugram(Cyber City),1-5 Yrs,,Underwriting | MIS | Commercial Underwriting | Risk Analysis | Data Analysis | Risk Management | Commercial | Management,,1 day ago,https://www.naukri.com/job-listings-underwriter-data-analyst-maruti-insurance-gurugram-1-to-5-years-020626006828,2026-06-03T20:34:12.723694
01e7eb6f3b71,Data Analyst,Squircle IT,Gurugram,3-8 Yrs,,Data analysis | Excel | query | Data collection | Data Analyst | Management | Powerpoint | Collections,,5 days ago,https://www.naukri.com/job-listings-data-analyst-squircle-it-consulting-services-pvt-ltd-gurugram-3-to-8-years-290526508099,2026-06-03T20:34:12.725258
fabc5951eeca,Data Analyst,LatentView,"Hyderabad, Gurugram, Bengaluru",4-7 Yrs,,Tableau | SQL | Predictive Modeling | Time Series Analysis | Data Analysis | Ab Testing | Statistics | Python,,1 week ago,https://www.naukri.com/job-listings-data-analyst-latentview-hyderabad-gurugram-bengaluru-4-to-7-years-230526004502,2026-06-03T20:34:12.726268
95a454cc0369,Machine Learning Engineer - 4,Adobe,Bengaluru,5-10 Yrs,,Adobe Acrobat | Computer vision | deep learning | Version control | GIT | Analytical | Machine learning | Research,,3+ weeks ago,https://www.naukri.com/job-listings-machine-learning-engineer-4-adobe-systems-india-pvt-ltd-bengaluru-5-to-10-years-120326501755,2026-06-03T20:34:25.847621
22f56016e5fe,AI/Machine Learning Engineer,Apple,Bengaluru,4-9 Yrs,,Training | analytics reporting | deep learning | Retail | data services | data science | Machine learning | Infrastructure,,3+ weeks ago,https://www.naukri.com/job-listings-ai-machine-learning-engineer-apple-india-pvt-ltd-bengaluru-4-to-9-years-200326500889,2026-06-03T20:34:25.849564
1a746b5eacd4,"Staff Engineer, Machine Learning, Gen AI",Nagarro,"Hybrid - Bengaluru, Mumbai (All Areas)",5-8 Yrs,,Generative Ai | Retrieval Augmented Generation | Machine Learning | Gen | Generation | Machine | Artificial Intelligence,,Few hours ago,https://www.naukri.com/job-listings-staff-engineer-machine-learning-gen-ai-nagarro-bengaluru-mumbai-all-areas-5-to-8-years-080126020675,2026-06-03T20:34:25.890277
d17b96c539dd,"Machine Learning Engineer, Apple Intelligence",Apple,Bengaluru,4-12 Yrs,,Training | Product engineering | Focus | Machine learning | Architectural design | Programming | Deployment | Natural language processing,,3+ weeks ago,https://www.naukri.com/job-listings-machine-learning-engineer-apple-intelligence-apple-india-pvt-ltd-bengaluru-4-to-12-years-130226502590,2026-06-03T20:34:25.892308
07d47729c1aa,Machine Learning Engineer II,Kuku Fm,Bengaluru,3-8 Yrs,,Computer science | metadata | orchestration | Formulation | Machine learning | IOS app | Business strategy | Forecasting,,3+ weeks ago,https://www.naukri.com/job-listings-machine-learning-engineer-ii-kuku-fm-bengaluru-3-to-8-years-050526502179,2026-06-03T20:34:25.894326
